name,uri,followers,genres,popularity,top_tracks
Youthology,spotify:artist:333R5FY9kU0xShruEP0BQM,635,lo-fi beats; lo-fi; jazz beats,42,Playing at the Quiet Hour; Guilty Pleasures; Santas Bag; Bedtime; Rekindle; Sunday Evening; Casual; Hide and Seek; City Street Lights; Drinks On Me
The Yume Collective,spotify:artist:7Kdl3c6JU2v41pmXkG31Q7,318,,42,Every Step Holds Freedom; youfeellikehome; Autumn Leaves; evening sofa; who’s the mystery now; Red and Gold; Dreamcraft (Minecraft Lofi); Misty Trail; Warmth Between the Sheets; Season of Yellow
Taki Brano,spotify:artist:3kegRO5fvrXxqOrUiEbtOG,1590,jazz rap; lo-fi; jazz beats,42,Change Of Reason; A Lovely Day; Pockets; Quahogs; No Need; Mount Pleasant; Autumn Sun; Summers at the Cafe; Night Crawling; The Hill
bax iv,spotify:artist:0JZZhhFnYFY5c4mDXTgj42,273,lo-fi,42,untangled; perspective; under water; M train; brainlift; lower degree; all time; spirited; bodyheat; reversing
Jazzamass,spotify:artist:3gMOdlsYdkbCobRA1i8Bwb,345,lo-fi; lo-fi beats,42,monday coffee; pantera; The Christmas Song; alone again; square day; Juno The Cat; smoke and mirrors; The crooner; Suburban chill; City life
milligon,spotify:artist:62h3mAlyYduSmprbNEdKKD,1023,lo-fi; lo-fi beats,42,Kristall; Sage; Warm Chocolate; Morning Coffee; Roads; Solitude; Questions; Echoes; Lost; Severe
Howiewonder,spotify:artist:6tLB3u0PouAAwQXDRFuiSk,2544,lo-fi beats; lo-fi; jazz beats,42,Deep Forest; Interstellar; Afterdawn; Movin; Energy; Brewin'; old telephone; acting gift; clouds; pure
the tofu paradigm,spotify:artist:3Ux7jaAusHBJAKgdzZ1RCe,490,lo-fi; lo-fi beats,42,industrial revolution; astronaut; abuela loca; four star restaurant; elderflower; mushroom clouds; volume 2; 18.30; lonely nights; parking lot
Plaxon,spotify:artist:5rRInZb0tVQj0SuiTC5tIM,7,lo-fi beats,41,Surreal; Midway Through; T-77; Lullaby
Osian Lewis,spotify:artist:3kn72XyMIHZfZAQ4LqsUEs,93,lo-fi,41,Moonlit Amble; By The Fire; Tea; Serengeti; Cottage; Tiny Moose; Park At Night; Ladybug; Somber
howupheelin',spotify:artist:23RWeaDeSVPWEOGogfsQ0i,119,jazz beats; jazz rap,41,Soluna; how we feel; what's next; whateva man; Easy Living; daydreams
$imba,spotify:artist:6ZPRXOOs0K9EipFamTz2YP,257,lo-fi,41,aquatic dreams; connection; aqua de vida; martini; ice; Sleepless; aries; dough; dugong; Moonlight
DeepFried,spotify:artist:4A7rZ1BaKF90PlAhJgdx0f,15,lo-fi beats; lo-fi,41,Laundry Day Dreams; On the Metro; Pastel Echoes; Rain Notes; Soft Static
Reve brumeux,spotify:artist:2ZlVEhVqWhxjhWl8awyoDY,191,lo-fi beats; lo-fi,41,lotus lullaby; slow moves; my little moon; train to paris; mindful thoughts; campfire; peaceful evening; crispy chicken; pims lullaby
DreamWavez,spotify:artist:4OZJkUu3poNHvSgPZ8RBup,109,lo-fi beats; lo-fi,41,Clouds in the Sky; Afternoon Mojitos; Somewhere by the Seashore; Morning Dew; More Clouds in the Sky; Slow Motion; Day Dreaming; Cenotes; Tulum Getaways; Ocean View
entsy,spotify:artist:6UKGPZKVaXj8xmtkGLKuUX,246,lo-fi beats; lo-fi,41,Cloud Drift; Lucid City; Not At All; path-not-taken; Beale Street Stars; Territorium; peaceful; sequence B; Table is set; Young Neil
Nice Gii,spotify:artist:4y04SK9f1oYHAZ8WDHy9wi,485,lo-fi beats; lo-fi,41,coconut kisses; caterpillar dance; Slick As A Swan; Future Lovers; sunset hangout; elevate; Night Alley; Know What?; caracola; no sugar no coffee
h00t,spotify:artist:0HSpA668bhwiKDBvzqTcvX,173,jazz beats; lo-fi beats; lo-fi,41,Our View; In The Water; Legacy; Blue Rain; Surfday; Glow; Spheres; I Can Relate; On This Planet; Once in a while
wavvzz,spotify:artist:33tg0cH66APhaWirPjOXEu,344,lo-fi beats; lo-fi,41,"Drifting; waiting; Ascension; Floating; Levitate; Lilo And The Oasis; Rio State of Mind; Goodbye, Mr. Sunshine; Summer Rain; Ruas Perversas"
Dry Season,spotify:artist:2RpCGiBorQiczooQVuu2zo,10,lo-fi beats,40,Under the Streetlamp; Pink Hour Groove
constin,spotify:artist:3Pe8D6Au2tQUCtcoYVSzg1,24,lo-fi beats,40,inside outside; Joves; Odins hög; Lemonade; Done; Child's Play; thoughts during a sunset; Dickies; Alto
Jackcem,spotify:artist:175eRj1lYZUTPJe7Fnvsc8,40,,40,Cirrus; Icogito; latte; macchiato; mistakes; jazzyles; Giving Up; Sol na Varanda'; Sol De Nietzsche; Bossa
Young Akino,spotify:artist:4u16ySAhgpcfh3aRi0pv5o,287,lo-fi,40,Vintage Shop; April; Tea Cups; Summer Breeze; Bedtime story; On the go; Late Night; New York; Macchiato; Whispers of the City
Kamden Kids,spotify:artist:1fYoFQk1JknPQfbNP7L7j8,239,lo-fi,40,tilt house; say it softer; Trick Or Is It; Breakaway Beauty; Hand Me Your Honey; Sunny Day Inside; Happy Xmas (War Is Over); trail mix; All Is Okay; friends aplenty
Sewelo,spotify:artist:36kUbBFuze4TQRCCKYX3q9,139,lo-fi beats,40,Drifting; Clouds Beauty; Peace of Nature; Orange Moon; Floating Clouds; always on the way; Fall Warmth; Demon's Beauty; Awareness; Sundown Beauty
grtjs,spotify:artist:35ozfoP5iHUFpz6A6vXSWo,48,lo-fi beats; lo-fi,40,home; hopes n dreams; good morning; campfire
Echo Iluné,spotify:artist:6vzGGgNN6e9AZN12dm6Pso,32,lo-fi beats,40,radio silence; Christmas Dinner; First Noel; bubbles; Lazy Summer; After Dusk; Pen and Paper; Cascades; Bedtime; New Day
Mellow Moose,spotify:artist:4xZn8EEsnsQr0wQ6j6ysJR,60,lo-fi beats; lo-fi,40,Soil; Harbor; Lax; Koja; Stranded; Birdhouse; Window
les marais,spotify:artist:5kPiI5sB5mBDOcbFyoEUng,292,lo-fi beats; lo-fi,40,blossom; City of mine; Star Map; asleep; Frequencies; mintymoons; reflets du matin; Jardin Secret; Voix Perdues; Labyrinth
Skeptika,spotify:artist:34yxdeDhSnUVmM0DZcExpT,1424,lo-fi beats; lo-fi,40,Drifting; waiting; Ascension; Floating; Levitate; Mezzanine; Helio Travellers; Light Time; Earth Travellers; quiet nights
Dondie,spotify:artist:519dbDArl4MXSfg1TS8DL0,283,lo-fi,39,Rearview; after after hours; Desk Drowsy; Half Forgotten
Big Baz,spotify:artist:2e4e30xLggaLcy9jzJOFr9,43,lo-fi beats; lo-fi,39,Corridy; Street Smart; The Late Shift; Evening Coffee; Love Bug; One Way to Find Out
Savage Bops,spotify:artist:3D54UHQi6RvooCNsIP0E27,259,lo-fi,39,Flower II; Temporality; Out Of Jazzizity; Key 2 Me; Pivotal Point; Crimson Café; Temporality - Rain Version
linanthem,spotify:artist:0HrxevJVGTEFBWFfAc88H3,5228,lo-fi beats; jazz beats; lo-fi; lo-fi hip hop,39,my respite; passage; Unbroken; motivation; after hours; inside all Day; forevermore; gone; the time we spent; worries
Recaps,spotify:artist:10AsJvn27mBPRP1G05gQs1,326,lo-fi beats; lo-fi,39,"Flowhaven; Skylghts; Chasing Yesterday; Stickwithit; My Point, Exactly; Coastal Haze; Fo-Sho"
quiet arcade,spotify:artist:5rriJFWWklMuztCTeJLauH,98,lo-fi beats; lo-fi,39,inner glow; amber flow; midnight blossom; winter tide; lilac bloom; evening blur; slow flora
Vibe Provide Collective,spotify:artist:11mQA5IpVhHpcOPQt4kJCf,110,lo-fi beats; lo-fi,39,Fragments; Silent Reflections; Imperfections; Mellow Mornings; Dayglow; Dream Girl (Instrumental Version); Think Different; Rêves des Amoureux; Avocado Toast; Look around u
Cozeen,spotify:artist:1r8Sy3pJbfjT1R1y18C6B9,5,,38,late night espresso; cheeky blue; sesame daybreak; morning haze
iomoo,spotify:artist:1nCanHmL8zMpzm84QvyHuo,178,lo-fi hip hop; lo-fi,38,fleeting moments; morning moon; Cloud Studies; Painted On The Sky; Winterhome; enigma; trails; little horse; buru; drowsy
blank maxxymus,spotify:artist:0h8hl2SvfzyyxBQEkuu99K,427,lo-fi beats; lo-fi,38,building blocks; sleeping in blue; a day with the kids; childhood friends; da vinci; Miami Beach; mountains; space; setting sails; after work
Invisible Beach,spotify:artist:3xlDAzWOZoDGyuoSEfVFjt,219,lo-fi beats; lo-fi,38,Duvet; Unchained; Apples & Bananas; Rolling; In The Light; Mashed Tomatoes; Estimated Time of Arrival; Yesterdays; Be Brave; Speedos
Mr Clyde,spotify:artist:1opBFPwxKU6AtV79qj6wby,103,lo-fi beats; lo-fi,38,Autumn Views; Proletarian; Sepia Dreams; Railroad Depot; Hampton House; Dispute
Watasino,spotify:artist:4gblEuW5hn0GK6ZkrcquRw,611,lo-fi beats; lo-fi,37,Deep Forest; Shifen Falls; Calm Current; The Way Of A Certain Village; Yūdachi; Thoughts; Shirushi; Paper Plane (Alternative Version); Benikake; Diamond Day (Alternative Version)
Seame,spotify:artist:3364KeB9T8SEaOA7PKSVlU,110,lo-fi beats; lo-fi,37,BAGS; fi$h; orca; SLOOW; Friends of mine; r/nosleep; EYS; peach sky; Slow End; SURF
The Notorious CPU,spotify:artist:0oNKkdrAeLRQROSkaFCrym,481,,36,Every Step Holds Freedom; Kindness We Found; Sunrise In The Veins; In The Quiet Of Me; No Straight Lines; GHOST FUNK Transmitter; Soft Bloom; Air Between Moments; A Little Further Now; Currents Carry On
Moofushi,spotify:artist:040nbVsOxXbFZt3vlgzcNb,57,lo-fi beats; lo-fi,36,Neverending; Serum; Sixtyfive; Speechless; Seven Fifty; Our Time
Valgre,spotify:artist:4Car9HylNpk3hdArsuEQOp,169,lo-fi beats; lo-fi,36,"Purple Night; School Of Rytmus; Mi Casa, Su Casa; Stair Of Clouds; Small Talk; Canned Tears; Mellow Afternoon; Streets; Shibamata; Riviera"
layla-sage,spotify:artist:2pvN8yK5XF0djm2kuMwKyi,14,lo-fi beats; lo-fi,35,Misty Midnights; Time To Let Go
